sep=|
02:30 horas (UTC-6)
lunes 7 de diciembre de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
445|0|100.0000|441|4|37.6669

ID_ESTADO|ESTADO|ID_DISTRITO|DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PVEM|PT|NUEVA_ALIANZA|MORENA|PARTIDO_HUMANISTA|ENCUENTRO_SOCIAL|PAN_PANAL|PRI_PVEM|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
1|AGUASCALIENTES|1|JESUS MARIA|393|1|C|0|1|2|Sin dato|188|Sin dato|116|45|3|9|5|8|1|3|1|0|0|4|195|634| |1| |45cf9f125630d5639d65f51fbf053eea78f06daffa0adfaa0c5f1dc825d80ac5|2015-12-06 20:05:00.000|2015-12-06 20:12:19.443|2015-12-06 20:12:21.319|
1|AGUASCALIENTES|1|JESUS MARIA|393|2|C|0|1|2|183|183|Sin dato|81|64|1|7|10|3|1|3|3|3|Sin dato|7|183|634| |1| |4cd460e6ed799813fa2cdbb06c4b0bd5def570dfc353581aab21edc13dc577e0|2015-12-06 19:54:00.000|2015-12-06 19:57:10.702|2015-12-06 19:57:13.928|
1|AGUASCALIENTES|1|JESUS MARIA|393|3|C|0|1|2|478|168|176|76|58|2|7|12|4|3|0|2|5|0|7|176|634| |1| |a2a793f9a2e2af1e4a1f075548be5037cba8e91c7c5d86964f5638eaa3888240|2015-12-06 19:54:00.000|2015-12-06 19:58:21.411|2015-12-06 19:58:24.833|
1|AGUASCALIENTES|1|JESUS MARIA|394|1|B|0|1|2|267|267|270|100|116|5|13|6|4|2|5|4|3|1|6|265|738| |1| |e69afe8af943d97f2d688a6e3bb6673f40dfa2674f070a21798d73f9ee6009ae|2015-12-06 20:54:00.000|2015-12-06 21:00:19.320|2015-12-06 21:00:22.520|
1|AGUASCALIENTES|1|JESUS MARIA|394|1|C|0|1|2|516|239|246|125|85|4|7|4|1|4|3|6|2|Sin dato|5|246|738| |1| |631272cc4939ffe6c3d97a4da680f05f39c57400e25e976b0c8cb5b05f79dbf0|2015-12-06 19:51:00.000|2015-12-06 19:56:46.605|2015-12-06 19:56:52.134|
1|AGUASCALIENTES|1|JESUS MARIA|394|2|C|0|1|2|494|259|264|103|114|8|10|11|1|3|1|3|4|0|6|264|738| |1| |2be4b2404ed269b61336837564ceb0fee6e930609bf552a1a53f5f5a10a8c5fb|2015-12-06 20:08:00.000|2015-12-06 20:12:31.501|2015-12-06 20:12:34.718|
1|AGUASCALIENTES|1|JESUS MARIA|394|3|C|0|1|2|491|261|267|123|95|5|9|11|7|4|2|2|6|0|3|267|738| |1| |327f3ab637ffb21dfcd769969442ee6ffec6e5c774ac434eda3b85cc66302467|2015-12-06 20:08:00.000|2015-12-06 20:13:02.622|2015-12-06 20:13:05.881|
1|AGUASCALIENTES|1|JESUS MARIA|394|4|C|0|1|2|492|256|266|73|124|6|17|9|7|3|2|5|6|0|14|266|738| |1| |871f9f3ebc2f41d1987fa02b2e1d67b2d51ab6212ca34056384aa8028c5d1efd|2015-12-06 19:52:00.000|2015-12-06 19:56:14.139|2015-12-06 19:56:18.154|
1|AGUASCALIENTES|1|JESUS MARIA|394|5|C|0|1|2|500|255|256|101|92|3|21|5|2|1|4|10|4|0|13|256|737| |1| |478fc756259598e87c4fac54f505d917cd10fea221e8008b85c55812463121ff|2015-12-06 21:07:00.000|2015-12-06 21:11:26.628|2015-12-06 21:11:28.300|
1|AGUASCALIENTES|1|JESUS MARIA|395|1|B|0|1|2|305|233|236|81|125|3|4|4|2|3|0|2|5|0|7|236|521| |1| |9905b1f3dfd290f24192802e1c1d437a311b3f0551d3b1a55eb83baa2edef3f9|2015-12-06 20:07:00.000|2015-12-06 20:10:55.321|2015-12-06 20:10:58.760|
1|AGUASCALIENTES|1|JESUS MARIA|395|1|C|0|1|2|343|190|198|84|84|4|6|2|2|1|3|3|4|0|5|198|521| |1| |8acb3240c7ad2a97bf524b3c449e3bcf756504da1cb75a856b7cc0bffdcc7ea7|2015-12-06 20:07:00.000|2015-12-06 20:11:14.020|2015-12-06 20:11:15.539|
1|AGUASCALIENTES|1|JESUS MARIA|395|2|C|0|1|2|363|169|177|69|77|5|10|2|0|5|1|1|3|0|4|177|520| |1| |ed4657cd8f4df44d2a4dd24264f50dc0448ca9820b9ac01847df14a5de06c339|2015-12-06 19:28:00.000|2015-12-06 20:02:08.056|2015-12-06 20:02:11.476|
1|AGUASCALIENTES|1|JESUS MARIA|396|1|B|0|1|2|480|220|220|130|57|1|6|6|7|3|3|1|0|0|6|220|680| |1| |5dfa9f7dcae3d8d3cb01ad6937e4172a19f4ba84240573a91601e6d9d6a3982d|2015-12-06 19:50:00.000|2015-12-06 19:54:20.008|2015-12-06 19:54:23.438|
1|AGUASCALIENTES|1|JESUS MARIA|396|1|C|0|1|2|473|222|226|118|81|1|8|2|1|0|3|1|3|0|8|226|679| |1| |e069ac6c5e96a6a391ad439c7b06bafb13c210583e5d30b43620fa81826c44ce|2015-12-06 20:10:00.000|2015-12-06 20:13:40.795|2015-12-06 20:13:44.136|
1|AGUASCALIENTES|1|JESUS MARIA|396|2|C|0|1|2|481|208|218|115|61|4|13|8|4|1|1|2|2|0|7|218|679| |1| |9a273ff3be98859c83a1c9c8d2c41cabaef6922619f66ee50d45781e39e3b2a0|2015-12-06 20:50:00.000|2015-12-06 21:16:44.974|2015-12-06 21:16:47.238|
1|AGUASCALIENTES|1|JESUS MARIA|396|3|C|0|1|2|455|233|244|122|78|5|12|5|2|1|3|2|3|0|11|244|679| |1| |99b62f73fff4ceb2ece01fc14008b9bfc9738a2d93c4d5a9246783214e5285e5|2015-12-06 21:08:00.000|2015-12-06 21:11:46.107|2015-12-06 21:11:49.209|
1|AGUASCALIENTES|1|JESUS MARIA|396|4|C|0|1|2|456|235|243|132|71|1|9|9|4|3|4|0|2|0|8|243|679| |1| |15716f1dcd29dc00858fdef7c2922ea077910d303432f6cdc653e9d48e51427d|2015-12-06 21:08:00.000|2015-12-06 21:11:47.447|2015-12-06 21:11:50.898|
1|AGUASCALIENTES|1|JESUS MARIA|396|5|C|0|1|2|495|194|204|104|70|3|5|6|4|1|0|2|1|0|8|204|679| |1| |d37fcbefb87dc54650e56ef68d805f3fe2eb65edd00ea6d029f427e684a99f4f|2015-12-06 20:20:00.000|2015-12-06 20:24:07.772|2015-12-06 20:24:11.158|
1|AGUASCALIENTES|1|JESUS MARIA|397|1|B|0|1|2|538|200|200|79|63|3|17|13|5|0|6|4|2|0|8|200|718| |1| |e9c4abe8750df86d14e002b4cc8f8f8507754d282ab2bd8280e00da7bc4c055b|2015-12-06 20:44:00.000|2015-12-06 20:49:25.105|2015-12-06 20:49:28.382|
1|AGUASCALIENTES|1|JESUS MARIA|397|1|C|0|1|2|525|206|212|92|86|2|6|7|3|3|2|1|1|0|9|212|717| |1| |4d003b3a3cda817296a22cb6117c448640480c319b356b2609652365643fdd96|2015-12-06 20:41:00.000|2015-12-06 20:46:43.234|2015-12-06 20:46:45.078|
1|AGUASCALIENTES|1|JESUS MARIA|397|2|C|0|1|2|567|161|170|74|63|6|11|5|2|1|5|0|0|0|3|170|717| |1| |85fdb861e243f8db198316876d535d57271dc5923988db20417418fbf9d872a2|2015-12-06 20:42:00.000|2015-12-06 21:48:36.683|2015-12-06 20:48:39.996|
1|AGUASCALIENTES|1|JESUS MARIA|397|3|C|0|1|2|515|218|222|98|80|0|11|7|2|1|5|5|3|2|8|222|717| |1| |920bebff343341ccf2a31540dff08af3829183f4df362f91dc14412d892d45c7|2015-12-06 20:00:00.000|2015-12-06 20:03:52.152|2015-12-06 20:03:55.348|
1|AGUASCALIENTES|1|JESUS MARIA|397|4|C|0|1|2|524|212|212|90|74|2|18|2|2|3|3|6|1|2|9|212|717| |1| |8ecb5f668f4fd49d40d86fb879cfe4c386b336b2bde7d14d014119c374b8dff3|2015-12-06 20:41:00.000|2015-12-06 20:45:57.843|2015-12-06 20:45:59.689|
1|AGUASCALIENTES|1|JESUS MARIA|397|5|C|0|1|2|524|206|213|81|80|0|17|8|4|2|4|5|3|0|9|213|717| |1| |94302a752de059824b76ecd7f009c24f997a3d43fd3cd3d47669f153bf0a4f94|2015-12-06 20:27:00.000|2015-12-06 20:35:25.884|2015-12-06 20:35:29.189|
1|AGUASCALIENTES|1|JESUS MARIA|397|6|C|0|1|2|518|215|219|99|84|2|12|5|6|2|0|1|1|0|7|219|717| |1| |436e5b8c859e7db463e39cbb9a6d3c87483f63faf052769f0b0e3e63852a8838|2015-12-06 20:32:00.000|2015-12-06 20:38:26.784|2015-12-06 20:38:30.075|
1|AGUASCALIENTES|1|JESUS MARIA|397|7|C|0|1|2|529|204|208|81|78|4|16|6|1|1|2|5|7|1|6|208|717| |1| |f13341ed6162c171c81a3052f16a536c3ac1879cb17a0aa4e3d7e09f7d03f084|2015-12-06 20:04:00.000|2015-12-06 20:08:30.808|2015-12-06 20:08:34.078|
1|AGUASCALIENTES|1|JESUS MARIA|397|8|C|0|1|2|520|208|217|76|86|2|25|10|3|0|7|3|1|0|4|217|717| |1| |1d99abb44b0a57c01ddde0e355e16e26484ad81b692c15508ce75ce8f5be9946|2015-12-06 19:52:00.000|2015-12-06 19:56:15.699|2015-12-06 19:56:19.107|
1|AGUASCALIENTES|1|JESUS MARIA|397|9|C|0|1|2|517|216|Sin dato|92|73|5|14|10|5|1|3|6|5|Sin dato|6|220|717| |1| |dfb494d0653ad1c9f77eeb8cc4f2c8c167f3bf9f4195d49518ee23529ddf1e06|2015-12-06 20:05:00.000|2015-12-06 20:08:40.736|2015-12-06 20:08:43.924|
1|AGUASCALIENTES|1|JESUS MARIA|397|10|C|0|1|2|540|193|196|92|60|Ilegible|Ilegible|Ilegible|3|Ilegible|5|4|3|0|4|171|717| |1| |fa4fd0002a92f121cba6691ac24dca6befbaf491e55177b253dcd863f3266c02|2015-12-06 20:32:00.000|2015-12-06 20:44:31.178|2015-12-06 20:44:34.311|
1|AGUASCALIENTES|1|JESUS MARIA|397|11|C|0|1|2|523|205|213|89|76|1|18|11|6|0|6|2|2|0|2|213|717| |1| |92bb318429dded08ccd901e7f565b8b3bd4e30b479067945643ebc2f71c4721d|2015-12-06 20:42:00.000|2015-12-06 20:48:29.152|2015-12-06 20:48:32.630|
1|AGUASCALIENTES|1|JESUS MARIA|398|1|B|0|2|2|365|250|254|91|117|2|27|2|0|1|4|0|5|1|4|254|599| |1| |6a1f185c9ed0196a0882c24255e58176ddaa92537ac3564081b4824ab14ed390|2015-12-06 20:28:00.000|2015-12-06 21:39:40.048|2015-12-06 20:39:45.218|
1|AGUASCALIENTES|1|JESUS MARIA|398|1|C|0|2|2|366|247|252|79|120|1|27|4|1|3|4|2|3|0|8|252|598| |1| |6f0d3985ab27601949e0cc9402742e11874e0f91a9b1196adb61beec5569fb70|2015-12-06 20:30:00.000|2015-12-06 20:34:06.856|2015-12-06 20:34:09.166|
1|AGUASCALIENTES|1|JESUS MARIA|399|1|B|0|2|2|467|241|242|80|111|3|22|7|0|2|1|2|6|0|8|242|689| |1| |bd9281d9faf6f3937086773164c0ea02d0671d5cb0390ccb7085cb634b638497|2015-12-06 19:59:00.000|2015-12-06 20:03:30.704|2015-12-06 20:03:34.155|
1|AGUASCALIENTES|1|JESUS MARIA|399|1|C|0|2|2|450|257|258|95|106|2|38|7|0|0|4|0|3|0|3|258|688| |1| |3eb082c566bae9d8fc78603e1f423b9f0ef90fb69b4c982a66b6104805a92f86|2015-12-06 19:59:00.000|2015-12-06 20:03:03.524|2015-12-06 20:03:06.733|
1|AGUASCALIENTES|1|JESUS MARIA|400|1|B|0|2|2|495|215|217|84|94|2|21|1|1|2|0|1|6|0|5|217|692| |1| |28da73ab273854e32dca3fb05ebeeba32730515d78c8aa23b16787e1e3d0b6fe|2015-12-06 20:24:00.000|2015-12-06 20:47:33.128|2015-12-06 20:47:36.268|
1|AGUASCALIENTES|1|JESUS MARIA|400|1|C|0|2|2|468|243|244|94|96|4|19|4|3|1|2|7|7|1|6|244|692| |1| |d331183a127feb7605e68f947a886b4b31af4fdea2d8ac5f96e018fdc8ef0cd3|2015-12-06 20:23:00.000|2015-12-06 20:34:22.350|2015-12-06 20:34:25.986|
1|AGUASCALIENTES|1|JESUS MARIA|401|1|B|0|2|2|446|188|188|57|61|1|42|9|3|2|5|1|3|0|4|188|614| |1| |f0969380f604f4355ac509e7eafdffb4f890404b5062e75a1cdf03205fddfe50|2015-12-06 20:30:00.000|2015-12-06 20:38:14.194|2015-12-06 20:38:17.869|
1|AGUASCALIENTES|1|JESUS MARIA|401|1|C|0|2|2|Sin dato|Sin dato|Sin dato|59|63|5|27|3|1|1|3|1|4|Sin dato|3|170|614| |1| |99ecb67dd06f752036b9b019fe3acd4b34fb5f5aabeed3148fdafc406b34dc18|2015-12-06 20:29:00.000|2015-12-06 20:37:28.448|2015-12-06 20:37:30.051|
1|AGUASCALIENTES|1|JESUS MARIA|401|2|C|0|2|2|461|165|173|55|54|4|39|8|3|1|1|0|0|0|8|173|614| |1| |b805501ccd995851d3f33e6702a8f7a3aaf5603e19f47b2ade1231aee26d82d8|2015-12-06 20:43:00.000|2015-12-06 20:49:18.820|2015-12-06 20:49:22.106|
1|AGUASCALIENTES|1|JESUS MARIA|401|3|C|0|2|2|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|0|613| |1| |538e4f759353ca5aa4ed10f4ce3f895c9d5204b69a2be820f7a2a2be7b8a218d|2015-12-06 20:27:00.000|2015-12-06 20:36:12.708|2015-12-06 20:36:14.441|
1|AGUASCALIENTES|1|JESUS MARIA|401|4|C|0|2|2|453|171|178|63|60|6|29|4|2|2|4|3|2|1|2|178|613| |1| |2c7d0fe8e1eea6d12f4363d6b70eeea01fb2cd474edfb59877d28724ac25aaf7|2015-12-06 20:45:00.000|2015-12-06 21:49:49.192|2015-12-06 20:49:52.328|
1|AGUASCALIENTES|1|JESUS MARIA|402|1|B|0|1|2|374|182|185|82|63|5|24|2|1|4|1|0|0|0|3|185|539| |1| |3624e7c4c529e94c2b0a89065d480bf7c186ea71ea75ffb8c435a408a35c3ba3|2015-12-06 22:14:00.000|2015-12-06 22:25:10.987|2015-12-06 22:25:13.846|
1|AGUASCALIENTES|1|JESUS MARIA|402|1|C|0|1|2|375|183|183|60|75|3|33|3|Sin dato|Sin dato|3|1|Ilegible|Ilegible|5|183|538| |1| |dec311515c519c244af9033ee7f2e59edc8b75d1cca0297f9437db06f26d1ba5|2015-12-06 22:44:00.000|2015-12-06 23:19:42.285|2015-12-06 23:19:45.788|
1|AGUASCALIENTES|1|JESUS MARIA|403|1|B|0|1|2|506|157|161|74|48|1|21|1|3|2|1|4|0|0|6|161|647| |1| |9a7601f25d309db31c5544b800079685f461f920515d8240282f2358debe4444|2015-12-06 21:00:00.000|2015-12-06 21:05:06.925|2015-12-06 21:05:10.236|
1|AGUASCALIENTES|1|JESUS MARIA|403|1|C|0|1|2|516|142|151|65|37|4|24|3|6|3|2|1|0|0|6|151|647| |1| |85206770fefdb45322097e05e5067460da337d6e38c2fa3e68cf7c1281b3fffe|2015-12-06 21:00:00.000|2015-12-06 21:04:25.471|2015-12-06 21:04:27.791|
1|AGUASCALIENTES|1|JESUS MARIA|403|2|C|0|1|2|520|145|145|61|38|1|23|7|2|3|1|0|1|0|8|145|646| |1| |6bd9192873bbeaf6db4927d94392479f36552305bc989001b6311d66aa27ad31|2015-12-06 21:27:00.000|2015-12-06 21:30:58.004|2015-12-06 21:31:01.473|
1|AGUASCALIENTES|1|JESUS MARIA|403|3|C|0|1|2|511|155|155|62|50|2|21|6|5|4|1|0|0|0|4|155|646| |1| |d986811ad48150f5f12afd65b38715faf74eba9c81d9175588ca052eb29abe7c|2015-12-06 20:28:00.000|2015-12-06 20:36:56.938|2015-12-06 20:37:00.556|
1|AGUASCALIENTES|1|JESUS MARIA|403|4|C|0|1|2|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|0|646| |1| |eba9fd579745f61c43dead3f4c17a207044cb04f1535d2770e15e8df2eedb9b5|2015-12-06 20:39:00.000|2015-12-06 20:44:19.241|2015-12-06 20:44:22.365|
1|AGUASCALIENTES|1|JESUS MARIA|403|5|C|0|1|2|519|145|147|64|38|2|26|5|3|0|2|2|1|0|4|147|646| |1| |123415751192c5d9e6317d3c01104b166513a960218dd818aa0316517451cd32|2015-12-06 20:28:00.000|2015-12-06 20:37:07.078|2015-12-06 20:37:10.737|
1|AGUASCALIENTES|1|JESUS MARIA|404|1|B|0|2|2|447|322|322|80|131|28|37|26|3|3|2|2|5|0|5|322|749| |1| |a5e84222312e1b9c0177910500f63c699cdc2ef087c7f4956b232b897cadc07e|2015-12-06 23:01:00.000|2015-12-06 23:38:49.268|2015-12-06 23:38:50.921|
1|AGUASCALIENTES|1|JESUS MARIA|405|1|B|0|2|2|584|149|161|73|46|7|16|5|5|1|2|0|0|0|6|161|725| |1| |28d9e4689d4a5fb2b255b051239dd9acbbe50f7a96083f7bd02e2e8fb1ab9695|2015-12-06 21:11:00.000|2015-12-06 21:15:51.740|2015-12-06 21:15:54.095|
1|AGUASCALIENTES|1|JESUS MARIA|405|1|C|0|2|2|586|149|159|56|56|7|15|11|8|1|1|1|1|0|2|159|725| |1| |cc77f717b4107ab61b7f52ea49234ddf6bcf0e29e368a9665e736dee65e64702|2015-12-06 21:10:00.000|2015-12-06 21:15:12.400|2015-12-06 21:15:14.146|
1|AGUASCALIENTES|1|JESUS MARIA|405|2|C|0|2|2|603|133|142|59|49|5|9|9|3|1|5|Sin dato|Sin dato|Sin dato|2|142|725| |1| |c47d6b120ddd3df92ab62e39f4be24214139ca9fdedb4f7c27b897fd7aca013f|2015-12-06 20:32:00.000|2015-12-06 20:38:04.660|2015-12-06 20:38:08.040|
1|AGUASCALIENTES|1|JESUS MARIA|405|3|C|0|2|2|597|142|148|67|30|1|25|10|5|1|5|0|2|0|2|148|725| |1| |6e65c1d5377d4bee068b1bf9d2f92582cf6d3e874e4304e16bac855e40b28c6d|2015-12-06 20:50:00.000|2015-12-06 20:53:50.404|2015-12-06 20:53:53.767|
1|AGUASCALIENTES|1|JESUS MARIA|405|4|C|0|2|2|560|175|185|75|58|3|21|11|4|3|4|2|3|0|1|185|725| |1| |f7161c1918be9a1cca95aa2f434b5d53bce8929b337d9b84e188036c0e4073ba|2015-12-06 21:10:00.000|2015-12-06 21:14:40.489|2015-12-06 21:14:43.734|
1|AGUASCALIENTES|1|JESUS MARIA|405|5|C|0|2|2|576|161|169|58|61|8|16|7|2|0|3|3|6|0|5|169|725| |1| |5d7979184779b1faea95cf12e5b28e102682624c86c5c1bd88d12207c1eb8e9b|2015-12-06 20:56:00.000|2015-12-06 20:59:29.121|2015-12-06 20:59:32.226|
1|AGUASCALIENTES|1|JESUS MARIA|405|6|C|0|2|2|603|132|142|52|45|4|16|8|1|2|1|0|7|0|6|142|725| |1| |11dc5fcb98846c6cdf9dc0f2ec0e9285f48c030c368290f41eadcd899a8dee65|2015-12-06 20:09:00.000|2015-12-06 20:13:18.482|2015-12-06 20:13:21.734|
1|AGUASCALIENTES|1|JESUS MARIA|405|7|C|0|2|2|590|144|154|58|58|6|14|7|4|0|3|0|1|0|3|154|724| |1| |7ddd3fe4d0c5e89b44f135099384a9a09feaff1302c605ef9ddc6b7d5fc74d25|2015-12-06 20:06:00.000|2015-12-06 20:10:22.278|2015-12-06 20:10:25.670|
1|AGUASCALIENTES|1|JESUS MARIA|405|8|C|0|2|2|597|141|147|69|47|6|7|7|4|0|1|1|1|0|4|147|724| |1| |6a81d30b2248997355d4d775c3d78b94fd49e35796368c0fe2eb0f4d1307c88f|2015-12-06 20:49:00.000|2015-12-06 20:52:28.428|2015-12-06 20:52:31.846|
1|AGUASCALIENTES|1|JESUS MARIA|405|9|C|0|2|2|690|154|154|73|35|5|19|6|5|4|3|2|0|0|2|154|724| |1| |685068068a7cbcd5f10b8f42e48776a2bc961d6eba196cb82ca91338434342c5|2015-12-06 20:49:00.000|2015-12-06 20:53:08.318|2015-12-06 20:53:11.623|
1|AGUASCALIENTES|1|JESUS MARIA|406|1|B|0|2|2|481|209|209|96|62|4|26|7|6|0|2|1|1|0|4|209|670| |1| |57b56dfc3c4e206a09746bb3b870f8ed40772a2642ad72f0a0637c7d7ef655e7|2015-12-06 19:32:00.000|2015-12-06 19:35:52.344|2015-12-06 19:35:54.099|
1|AGUASCALIENTES|1|JESUS MARIA|406|1|C|0|2|2|481|208|209|84|65|6|30|4|6|3|0|2|4|0|5|209|670| |1| |27f4f7c514fb6037692f8b78ad9f05d148ecc9fffbf1f3eb8c0266c5697baf80|2015-12-06 19:47:00.000|2015-12-06 19:51:56.599|2015-12-06 19:51:59.974|
1|AGUASCALIENTES|1|JESUS MARIA|406|2|C|0|2|2|511|178|179|69|50|7|22|11|5|2|1|4|2|1|5|179|670| |1| |93fee6217ecda911b9458cf67cc9f2e3de7ba801dd182befaaf825df4aab2126|2015-12-06 20:18:00.000|2015-12-06 20:22:01.226|2015-12-06 20:22:04.481|
1|AGUASCALIENTES|1|JESUS MARIA|406|3|C|0|2|2|520|168|169|65|58|3|20|7|2|1|3|3|2|Sin dato|5|169|669| |1| |119931e5ab93333ba6661e2fec94dde97404418e12623f58fd50acb02168e04b|2015-12-06 19:20:00.000|2015-12-06 19:24:20.662|2015-12-06 19:24:24.516|
1|AGUASCALIENTES|1|JESUS MARIA|407|1|B|0|2|2|271|224|224|67|83|13|40|9|1|2|0|0|4|1|4|224|475| |1| |3c2911d80c4c224d2860176fef4b5e4c236900c99325558b06955b444412cbf5|2015-12-06 21:30:00.000|2015-12-06 21:33:18.544|2015-12-06 21:33:20.424|
1|AGUASCALIENTES|1|JESUS MARIA|407|1|C|0|2|2|265|230|230|67|93|9|34|14|3|1|3|0|1|0|5|230|475| |1| |801417b2e4bb4e36130f3da7331f1dddf11fd2f00285f6b09bbd1aab0a757d4f|2015-12-06 21:25:00.000|2015-12-06 21:28:40.459|2015-12-06 21:28:44.162|
1|AGUASCALIENTES|1|JESUS MARIA|408|1|B|0|2|2|154|208|210|52|115|2|23|9|Sin dato|Sin dato|Sin dato|Sin dato|2|Sin dato|5|208|342| |1| |de7b823445d0c5f914a69ec867bc0249e6d999f81f10b2e44bc50c2bc3b940e4|2015-12-06 21:25:00.000|2015-12-06 21:28:27.334|2015-12-06 21:28:28.844|
1|AGUASCALIENTES|1|JESUS MARIA|409|1|B|0|2|2|264|215|217|118|57|4|20|7|1|3|0|2|1|0|4|217|461| |1| |998cc08a9245cd65835c67a18bc39667be79251dfef183128fa8e1a968716541|2015-12-06 21:28:00.000|2015-12-06 21:32:10.061|2015-12-06 21:32:13.262|
1|AGUASCALIENTES|1|JESUS MARIA|409|1|C|0|2|2|202|277|278|140|90|3|35|0|0|3|0|2|2|0|3|278|460| |1| |94c1401c0c0b47de0da813b2073a6a68bcdcd25960f34233e2b12b8fbfcf657b|2015-12-06 21:29:00.000|2015-12-06 21:32:23.832|2015-12-06 21:32:27.197|
1|AGUASCALIENTES|1|JESUS MARIA|410|1|B|0|2|2|391|208|210|75|65|2|37|11|7|1|2|2|0|0|8|210|581| |1| |848f34cff75c6f512cbb89b59349ac1c4103faac5f74bc823080ad3f54944a1b|2015-12-06 21:26:00.000|2015-12-06 21:30:05.048|2015-12-06 21:30:08.719|
1|AGUASCALIENTES|1|JESUS MARIA|410|1|C|0|2|2|361|239|240|111|57|2|37|15|1|0|1|8|1|0|7|240|581| |1| |518598d60c7b4c0cc665474067d1fd5dce91373e87636d280faff0f6e773c288|2015-12-06 21:27:00.000|2015-12-06 21:32:30.570|2015-12-06 21:32:32.809|
1|AGUASCALIENTES|1|JESUS MARIA|410|2|C|0|2|2|387|211|214|71|71|4|32|11|5|2|4|2|3|0|9|214|581| |1| |b4cc9610645e5896492aae46e61432b40927de0c47dc1f663e69c0ea818b4b89|2015-12-06 21:28:00.000|2015-12-06 21:31:33.634|2015-12-06 21:31:35.160|
1|AGUASCALIENTES|1|JESUS MARIA|410|3|C|0|2|2|341|250|251|90|76|6|47|12|6|2|4|2|1|0|5|251|580| |1| |4c55bbf3072c31f7109b704ae0dfca9d3965740fb568345bea2ee98b9d5cf422|2015-12-06 21:29:00.000|2015-12-06 21:33:14.643|2015-12-06 21:33:17.821|
1|AGUASCALIENTES|1|JESUS MARIA|411|1|B|0|2|2|493|179|186|71|70|6|21|4|4|1|1|0|6|0|2|186|659| |1| |fd942bad22597c431f7d4d05a15b84c1a69027992b9996df02773ad167bd78fc|2015-12-06 20:25:00.000|2015-12-06 20:28:54.468|2015-12-06 20:28:57.640|
1|AGUASCALIENTES|1|JESUS MARIA|411|1|C|0|2|2|490|186|189|70|69|4|20|7|5|2|1|2|2|Sin dato|7|189|659| |1| |e42a9d7322e78a2d2c39a138790eeae01e3c8ba4ff6ac4e2aac812fdd13bb69a|2015-12-06 20:39:00.000|2015-12-06 20:42:05.865|2015-12-06 20:42:07.666|
1|AGUASCALIENTES|1|JESUS MARIA|411|2|C|0|2|2|462|215|217|82|91|3|20|4|2|2|0|2|7|1|3|217|659| |1| |b416e4f05c0dd5cd2484fe204cf3bf22d0f05bc221089c91b28d4e5122d40637|2015-12-06 20:26:00.000|2015-12-06 20:35:32.843|2015-12-06 20:35:36.364|
1|AGUASCALIENTES|1|JESUS MARIA|411|3|C|0|2|2|495|183|184|77|60|2|26|1|3|1|5|1|5|0|3|184|659| |1| |65a0097787565961afad589f0293e281350ac25fa30586024d0f88bee2b14ca0|2015-12-06 20:26:00.000|2015-12-06 20:30:06.255|2015-12-06 20:30:08.000|
1|AGUASCALIENTES|1|JESUS MARIA|411|4|C|0|2|2|453|226|226|101|79|3|19|4|0|3|4|2|5|0|6|226|659| |1| |48be19b4d2cb6dab75c08d2c5988cd6d6956a781b41b244e7f7b4b8f7600ba58|2015-12-06 20:38:00.000|2015-12-06 20:41:59.251|2015-12-06 20:42:00.847|
1|AGUASCALIENTES|1|JESUS MARIA|411|5|C|0|2|2|493|181|186|66|70|3|27|4|3|1|0|2|1|0|9|186|659| |1| |409a6f3abd0bf312aa971bd193978e8d48095ceed174c94e47a1e3325994588d|2015-12-06 20:16:00.000|2015-12-06 20:20:10.239|2015-12-06 20:20:12.095|
1|AGUASCALIENTES|1|JESUS MARIA|411|6|C|0|2|2|467|211|211|66|89|4|32|3|7|1|1|0|1|0|7|211|658| |1| |105506055538842850bcbb2027db322a4eb14b53bc47697add60af6cf99f0337|2015-12-06 20:37:00.000|2015-12-06 20:43:17.358|2015-12-06 20:43:20.646|
1|AGUASCALIENTES|1|JESUS MARIA|411|7|C|0|2|2|500|181|188|62|86|3|21|2|1|0|2|1|3|0|7|188|658| |1| |0e810a9c59cb027e32694b5e998dcb54f172f6ba68f81c9dca61d7e20bfa0623|2015-12-06 20:37:00.000|2015-12-06 20:41:41.440|2015-12-06 20:41:44.689|
